 # Mon Nov 10 18:17:11 2008
 # MSTW 2008 NNLO PDF grid for central fit.
 # distance(t),tolerance(T) =   0.  0.
 # mCharm = 1.40
 # mBottom = 4.75
 # alphaS(1GeV) = 0.45077
 # alphaS(MZ) = 0.11707
 # alphaSorder,alphaSnfmax = 2, 5
 # nExtraFlavours = 0

          xg          xd          xu          xs          xc          xb         xdv         xuv         xsv         xcv         xbv
  1.4671E-01  1.7083E-01  3.8226E-01  1.3259E-02  7.4527E-03  4.6375E-03  1.4785E-01  3.6035E-01  1.7442E-03 -6.4802E-05 -2.4390E-05
  1.4241E-01  1.6807E-01  3.7711E-01  1.3027E-02  7.3631E-03  4.6094E-03  1.4561E-01  3.5557E-01  1.7048E-03 -6.3476E-05 -2.3986E-05
  1.3829E-01  1.6538E-01  3.7206E-01  1.2801E-02  7.2737E-03  4.5794E-03  1.4342E-01  3.5088E-01  1.6667E-03 -6.2185E-05 -2.3584E-05
  1.3445E-01  1.6283E-01  3.6727E-01  1.2587E-02  7.1878E-03  4.5492E-03  1.4134E-01  3.4644E-01  1.6311E-03 -6.0968E-05 -2.3200E-05
  1.3092E-01  1.6045E-01  3.6276E-01  1.2386E-02  7.1057E-03  4.5189E-03  1.3940E-01  3.4225E-01  1.5979E-03 -5.9828E-05 -2.2834E-05
  1.2743E-01  1.5806E-01  3.5822E-01  1.2185E-02  7.0221E-03  4.4868E-03  1.3744E-01  3.3804E-01  1.5649E-03 -5.8688E-05 -2.2463E-05
  6.3828E-01  4.1089E-01  7.7802E-01  2.2632E-02  0.0000E+00  0.0000E+00  3.3949E-01  7.3447E-01  6.7320E-03  0.0000E+00  0.0000E+00
  6.2144E-01  3.9623E-01  7.5927E-01  2.2251E-02  0.0000E+00  0.0000E+00  3.2915E-01  7.1677E-01  6.2615E-03  0.0000E+00  0.0000E+00
  6.0632E-01  3.8557E-01  7.4519E-01  2.1955E-02  0.0000E+00  0.0000E+00  3.2151E-01  7.0347E-01  5.9387E-03  0.0000E+00  0.0000E+00
  5.8321E-01  3.7166E-01  7.2626E-01  2.1546E-02  0.0000E+00  0.0000E+00  3.1138E-01  6.8561E-01  5.5394E-03  0.0000E+00  0.0000E+00
  5.7494E-01  3.7074E-01  7.2513E-01  2.1445E-02  2.3638E-03  0.0000E+00  3.1079E-01  6.8462E-01  5.5158E-03 -6.3221E-11  0.0000E+00
  5.5400E-01  3.5998E-01  7.0999E-01  2.1121E-02  3.1255E-03  0.0000E+00  3.0281E-01  6.7032E-01  5.2226E-03 -2.3105E-05  0.0000E+00
  5.3227E-01  3.4982E-01  6.9541E-01  2.0786E-02  3.7351E-03  0.0000E+00  2.9521E-01  6.5657E-01  4.9582E-03 -3.9478E-05  0.0000E+00
  5.1351E-01  3.4134E-01  6.8300E-01  2.0487E-02  4.1971E-03  0.0000E+00  2.8880E-01  6.4488E-01  4.7458E-03 -5.0589E-05  0.0000E+00
  4.9563E-01  3.3344E-01  6.7126E-01  2.0192E-02  4.5900E-03  0.0000E+00  2.8280E-01  6.3382E-01  4.5543E-03 -5.9101E-05  0.0000E+00
  4.7687E-01  3.2529E-01  6.5897E-01  1.9872E-02  4.9582E-03  0.0000E+00  2.7656E-01  6.2226E-01  4.3629E-03 -6.6233E-05  0.0000E+00
  4.6082E-01  3.1839E-01  6.4843E-01  1.9588E-02  5.2413E-03  0.0000E+00  2.7125E-01  6.1234E-01  4.2056E-03 -7.1117E-05  0.0000E+00
  4.4560E-01  3.1190E-01  6.3838E-01  1.9310E-02  5.4838E-03  0.0000E+00  2.6623E-01  6.0290E-01  4.0613E-03 -7.4827E-05  0.0000E+00
  4.3375E-01  3.0686E-01  6.3051E-01  1.9088E-02  5.6567E-03  0.0000E+00  2.6231E-01  5.9551E-01  3.9517E-03 -7.7185E-05  0.0000E+00
  3.9633E-01  2.9104E-01  6.0536E-01  1.8354E-02  6.1161E-03  0.0000E+00  2.4992E-01  5.7189E-01  3.6204E-03 -8.2025E-05  0.0000E+00
  3.9396E-01  2.9073E-01  6.0489E-01  1.8321E-02  6.1060E-03  5.5726E-04  2.4970E-01  5.7147E-01  3.6143E-03 -8.1883E-05 -7.9392E-13
  3.8631E-01  2.8761E-01  5.9984E-01  1.8172E-02  6.1876E-03  7.5599E-04  2.4723E-01  5.6673E-01  3.5512E-03 -8.2516E-05 -2.3517E-06
  3.6337E-01  2.7841E-01  5.8484E-01  1.7719E-02  6.3868E-03  1.2187E-03  2.3995E-01  5.5265E-01  3.3694E-03 -8.3602E-05 -7.4948E-06
  3.4084E-01  2.6917E-01  5.6954E-01  1.7241E-02  6.5434E-03  1.6343E-03  2.3259E-01  5.3831E-01  3.1925E-03 -8.3821E-05 -1.1691E-05
  3.2153E-01  2.6106E-01  5.5593E-01  1.6805E-02  6.6461E-03  1.9579E-03  2.2609E-01  5.2556E-01  3.0420E-03 -8.3390E-05 -1.4648E-05
  3.0311E-01  2.5313E-01  5.4247E-01  1.6364E-02  6.7165E-03  2.2386E-03  2.1971E-01  5.1295E-01  2.8988E-03 -8.2486E-05 -1.6966E-05
  2.8861E-01  2.4674E-01  5.3150E-01  1.5999E-02  6.7527E-03  2.4404E-03  2.1455E-01  5.0268E-01  2.7862E-03 -8.1453E-05 -1.8469E-05
  2.7196E-01  2.3921E-01  5.1846E-01  1.5559E-02  6.7723E-03  2.6505E-03  2.0845E-01  4.9047E-01  2.6568E-03 -7.9931E-05 -1.9859E-05
  2.5805E-01  2.3275E-01  5.0714E-01  1.5172E-02  6.7705E-03  2.8087E-03  2.0319E-01  4.7988E-01  2.5483E-03 -7.8396E-05 -2.0767E-05
  2.4593E-01  2.2699E-01  4.9696E-01  1.4821E-02  6.7549E-03  2.9330E-03  1.9848E-01  4.7035E-01  2.4534E-03 -7.6871E-05 -2.1378E-05
  2.3141E-01  2.1989E-01  4.8430E-01  1.4381E-02  6.7178E-03  3.0649E-03  1.9266E-01  4.5850E-01  2.3391E-03 -7.4814E-05 -2.1892E-05
  2.1858E-01  2.1342E-01  4.7266E-01  1.3973E-02  6.6680E-03  3.1655E-03  1.8734E-01  4.4761E-01  2.2373E-03 -7.2794E-05 -2.2161E-05
  2.0725E-01  2.0754E-01  4.6198E-01  1.3598E-02  6.6098E-03  3.2415E-03  1.8249E-01  4.3762E-01  2.1467E-03 -7.0852E-05 -2.2258E-05
  1.9655E-01  2.0183E-01  4.5153E-01  1.3228E-02  6.5421E-03  3.3017E-03  1.7776E-01  4.2783E-01  2.0604E-03 -6.8884E-05 -2.2231E-05
  1.8665E-01  1.9639E-01  4.4150E-01  1.2873E-02  6.4678E-03  3.3470E-03  1.7325E-01  4.1845E-01  1.9798E-03 -6.6948E-05 -2.2106E-05
  1.7780E-01  1.9139E-01  4.3221E-01  1.2543E-02  6.3910E-03  3.3784E-03  1.6908E-01  4.0975E-01  1.9069E-03 -6.5117E-05 -2.1913E-05
  1.6986E-01  1.8680E-01  4.2361E-01  1.2238E-02  6.3139E-03  3.3994E-03  1.6525E-01  4.0170E-01  1.8410E-03 -6.3402E-05 -2.1678E-05
  1.6229E-01  1.8230E-01  4.1513E-01  1.1936E-02  6.2321E-03  3.4122E-03  1.6148E-01  3.9376E-01  1.7775E-03 -6.1693E-05 -2.1396E-05
  1.5521E-01  1.7798E-01  4.0694E-01  1.1646E-02  6.1483E-03  3.4179E-03  1.5786E-01  3.8610E-01  1.7174E-03 -6.0032E-05 -2.1084E-05
  1.4879E-01  1.7398E-01  3.9930E-01  1.1374E-02  6.0660E-03  3.4176E-03  1.5449E-01  3.7893E-01  1.6624E-03 -5.8474E-05 -2.0761E-05
  1.4299E-01  1.7027E-01  3.9218E-01  1.1122E-02  5.9859E-03  3.4126E-03  1.5137E-01  3.7227E-01  1.6122E-03 -5.7022E-05 -2.0435E-05
  1.3740E-01  1.6661E-01  3.8513E-01  1.0872E-02  5.9035E-03  3.4032E-03  1.4828E-01  3.6566E-01  1.5633E-03 -5.5581E-05 -2.0091E-05
  1.3212E-01  1.6308E-01  3.7828E-01  1.0630E-02  5.8206E-03  3.3901E-03  1.4529E-01  3.5924E-01  1.5167E-03 -5.4183E-05 -1.9739E-05
  1.2730E-01  1.5978E-01  3.7185E-01  1.0403E-02  5.7404E-03  3.3744E-03  1.4250E-01  3.5322E-01  1.4736E-03 -5.2873E-05 -1.9395E-05
  1.2290E-01  1.5671E-01  3.6585E-01  1.0192E-02  5.6635E-03  3.3569E-03  1.3989E-01  3.4758E-01  1.4340E-03 -5.1651E-05 -1.9061E-05
  1.1863E-01  1.5367E-01  3.5986E-01  9.9818E-03  5.5851E-03  3.3368E-03  1.3730E-01  3.4197E-01  1.3952E-03 -5.0438E-05 -1.8719E-05
  1.1457E-01  1.5071E-01  3.5402E-01  9.7774E-03  5.5070E-03  3.3148E-03  1.3479E-01  3.3650E-01  1.3578E-03 -4.9260E-05 -1.8378E-05
  1.1083E-01  1.4794E-01  3.4852E-01  9.5854E-03  5.4319E-03  3.2919E-03  1.3242E-01  3.3134E-01  1.3232E-03 -4.8154E-05 -1.8049E-05
  1.0741E-01  1.4535E-01  3.4337E-01  9.4057E-03  5.3603E-03  3.2686E-03  1.3021E-01  3.2650E-01  1.2911E-03 -4.7122E-05 -1.7735E-05
  1.0405E-01  1.4278E-01  3.3821E-01  9.2265E-03  5.2876E-03  3.2436E-03  1.2801E-01  3.2165E-01  1.2594E-03 -4.6094E-05 -1.7417E-05
  1.0085E-01  1.4026E-01  3.3316E-01  9.0518E-03  5.2154E-03  3.2175E-03  1.2586E-01  3.1692E-01  1.2289E-03 -4.5095E-05 -1.7102E-05
  9.7882E-02  1.3790E-01  3.2839E-01  8.8869E-03  5.1462E-03  3.1915E-03  1.2382E-01  3.1243E-01  1.2003E-03 -4.4154E-05 -1.6801E-05
  9.5151E-02  1.3568E-01  3.2390E-01  8.7325E-03  5.0803E-03  3.1657E-03  1.2192E-01  3.0822E-01  1.1738E-03 -4.3274E-05 -1.6516E-05
  9.2460E-02  1.3346E-01  3.1940E-01  8.5779E-03  5.0136E-03  3.1388E-03  1.2001E-01  3.0399E-01  1.1475E-03 -4.2396E-05 -1.6227E-05
  5.5447E-01  3.9044E-01  7.7794E-01  1.7964E-02  0.0000E+00  0.0000E+00  3.3701E-01  7.3941E-01  5.6296E-03  0.0000E+00  0.0000E+00
  5.3554E-01  3.7447E-01  7.5486E-01  1.7561E-02  0.0000E+00  0.0000E+00  3.2469E-01  7.1749E-01  5.2023E-03  0.0000E+00  0.0000E+00
  5.1946E-01  3.6294E-01  7.3778E-01  1.7257E-02  0.0000E+00  0.0000E+00  3.1569E-01  7.0127E-01  4.9105E-03  0.0000E+00  0.0000E+00
  4.9583E-01  3.4801E-01  7.1514E-01  1.6847E-02  0.0000E+00  0.0000E+00  3.0389E-01  6.7978E-01  4.5515E-03  0.0000E+00  0.0000E+00
  4.8830E-01  3.4703E-01  7.1376E-01  1.6761E-02  2.0103E-03  0.0000E+00  3.0318E-01  6.7853E-01  4.5298E-03 -4.9907E-11  0.0000E+00
  4.6783E-01  3.3557E-01  6.9592E-01  1.6438E-02  2.5942E-03  0.0000E+00  2.9401E-01  6.6160E-01  4.2680E-03 -1.8192E-05  0.0000E+00
  4.4698E-01  3.2483E-01  6.7892E-01  1.6117E-02  3.0569E-03  0.0000E+00  2.8534E-01  6.4547E-01  4.0330E-03 -3.0985E-05  0.0000E+00
  4.2920E-01  3.1591E-01  6.6459E-01  1.5835E-02  3.4045E-03  0.0000E+00  2.7811E-01  6.3188E-01  3.8449E-03 -3.9602E-05  0.0000E+00
  4.1242E-01  3.0765E-01  6.5113E-01  1.5561E-02  3.6973E-03  0.0000E+00  2.7136E-01  6.1912E-01  3.6760E-03 -4.6151E-05  0.0000E+00
  3.9498E-01  2.9917E-01  6.3715E-01  1.5268E-02  3.9689E-03  0.0000E+00  2.6440E-01  6.0588E-01  3.5079E-03 -5.1588E-05  0.0000E+00
  3.8018E-01  2.9202E-01  6.2524E-01  1.5011E-02  4.1754E-03  0.0000E+00  2.5852E-01  5.9460E-01  3.3702E-03 -5.5271E-05  0.0000E+00
  3.6624E-01  2.8532E-01  6.1395E-01  1.4762E-02  4.3502E-03  0.0000E+00  2.5298E-01  5.8392E-01  3.2444E-03 -5.8033E-05  0.0000E+00
  3.5546E-01  2.8014E-01  6.0516E-01  1.4565E-02  4.4735E-03  0.0000E+00  2.4868E-01  5.7560E-01  3.1491E-03 -5.9764E-05  0.0000E+00
  3.2177E-01  2.6399E-01  5.7730E-01  1.3920E-02  4.7932E-03  0.0000E+00  2.3520E-01  5.4926E-01  2.8627E-03 -6.3183E-05  0.0000E+00
  3.1974E-01  2.6367E-01  5.7678E-01  1.3893E-02  4.7849E-03  4.4847E-04  2.3495E-01  5.4878E-01  2.8574E-03 -6.3066E-05 -6.1101E-13
  3.1296E-01  2.6050E-01  5.7123E-01  1.3762E-02  4.8404E-03  5.9775E-04  2.3229E-01  5.4353E-01  2.8031E-03 -6.3487E-05 -1.8094E-06
  2.9277E-01  2.5121E-01  5.5484E-01  1.3370E-02  4.9717E-03  9.4337E-04  2.2446E-01  5.2804E-01  2.6473E-03 -6.4124E-05 -5.7486E-06
  2.7309E-01  2.4192E-01  5.3825E-01  1.2962E-02  5.0692E-03  1.2510E-03  2.1661E-01  5.1236E-01  2.4965E-03 -6.4089E-05 -8.9387E-06
  2.5634E-01  2.3381E-01  5.2359E-01  1.2593E-02  5.1275E-03  1.4881E-03  2.0973E-01  4.9852E-01  2.3688E-03 -6.3580E-05 -1.1168E-05
  2.4047E-01  2.2592E-01  5.0919E-01  1.2222E-02  5.1613E-03  1.6918E-03  2.0301E-01  4.8492E-01  2.2479E-03 -6.2714E-05 -1.2899E-05
  2.2805E-01  2.1959E-01  4.9752E-01  1.1918E-02  5.1726E-03  1.8367E-03  1.9761E-01  4.7390E-01  2.1533E-03 -6.1787E-05 -1.4009E-05
  2.1388E-01  2.1218E-01  4.8372E-01  1.1553E-02  5.1682E-03  1.9859E-03  1.9125E-01  4.6087E-01  2.0449E-03 -6.0466E-05 -1.5023E-05
  2.0209E-01  2.0584E-01  4.7181E-01  1.1234E-02  5.1503E-03  2.0965E-03  1.8581E-01  4.4964E-01  1.9545E-03 -5.9164E-05 -1.5672E-05
  1.9188E-01  2.0020E-01  4.6115E-01  1.0947E-02  5.1237E-03  2.1823E-03  1.8095E-01  4.3957E-01  1.8757E-03 -5.7887E-05 -1.6098E-05
  1.7972E-01  1.9330E-01  4.4795E-01  1.0588E-02  5.0776E-03  2.2715E-03  1.7499E-01  4.2712E-01  1.7812E-03 -5.6184E-05 -1.6441E-05
  1.6903E-01  1.8703E-01  4.3589E-01  1.0258E-02  5.0236E-03  2.3379E-03  1.6956E-01  4.1572E-01  1.6975E-03 -5.4529E-05 -1.6601E-05
  1.5964E-01  1.8136E-01  4.2487E-01  9.9550E-03  4.9650E-03  2.3865E-03  1.6464E-01  4.0532E-01  1.6232E-03 -5.2951E-05 -1.6634E-05
  1.5082E-01  1.7587E-01  4.1413E-01  9.6587E-03  4.8999E-03  2.4234E-03  1.5986E-01  3.9519E-01  1.5527E-03 -5.1361E-05 -1.6575E-05
  1.4270E-01  1.7067E-01  4.0388E-01  9.3750E-03  4.8307E-03  2.4494E-03  1.5533E-01  3.8551E-01  1.4871E-03 -4.9806E-05 -1.6446E-05
  1.3547E-01  1.6590E-01  3.9441E-01  9.1125E-03  4.7610E-03  2.4657E-03  1.5116E-01  3.7656E-01  1.4280E-03 -4.8343E-05 -1.6268E-05
  1.2901E-01  1.6153E-01  3.8568E-01  8.8705E-03  4.6923E-03  2.4748E-03  1.4734E-01  3.6832E-01  1.3748E-03 -4.6977E-05 -1.6062E-05
  1.2288E-01  1.5727E-01  3.7711E-01  8.6326E-03  4.6205E-03  2.4780E-03  1.4360E-01  3.6022E-01  1.3236E-03 -4.5622E-05 -1.5822E-05
  1.1716E-01  1.5319E-01  3.6886E-01  8.4038E-03  4.5479E-03  2.4763E-03  1.4001E-01  3.5242E-01  1.2754E-03 -4.4310E-05 -1.5562E-05
  1.1200E-01  1.4942E-01  3.6118E-01  8.1909E-03  4.4773E-03  2.4706E-03  1.3669E-01  3.4516E-01  1.2313E-03 -4.3083E-05 -1.5296E-05
  1.0736E-01  1.4593E-01  3.5405E-01  7.9938E-03  4.4093E-03  2.4618E-03  1.3362E-01  3.3843E-01  1.1913E-03 -4.1942E-05 -1.5031E-05
  1.0289E-01  1.4251E-01  3.4701E-01  7.7991E-03  4.3398E-03  2.4500E-03  1.3059E-01  3.3177E-01  1.1524E-03 -4.0813E-05 -1.4753E-05
  9.8686E-02  1.3921E-01  3.4019E-01  7.6109E-03  4.2705E-03  2.4356E-03  1.2768E-01  3.2532E-01  1.1153E-03 -3.9721E-05 -1.4470E-05
  9.4860E-02  1.3613E-01  3.3381E-01  7.4352E-03  4.2039E-03  2.4198E-03  1.2495E-01  3.1929E-01  1.0813E-03 -3.8700E-05 -1.4195E-05
  9.1385E-02  1.3328E-01  3.2786E-01  7.2718E-03  4.1404E-03  2.4029E-03  1.2243E-01  3.1366E-01  1.0500E-03 -3.7750E-05 -1.3931E-05
  8.8016E-02  1.3046E-01  3.2194E-01  7.1097E-03  4.0760E-03  2.3843E-03  1.1992E-01  3.0806E-01  1.0194E-03 -3.6809E-05 -1.3661E-05
  8.4818E-02  1.2772E-01  3.1619E-01  6.9525E-03  4.0121E-03  2.3644E-03  1.1749E-01  3.0262E-01  9.9006E-04 -3.5896E-05 -1.3392E-05
  8.1887E-02  1.2517E-01  3.1079E-01  6.8051E-03  3.9510E-03  2.3442E-03  1.1521E-01  2.9750E-01  9.6289E-04 -3.5042E-05 -1.3134E-05
  7.9206E-02  1.2278E-01  3.0573E-01  6.6675E-03  3.8930E-03  2.3239E-03  1.1309E-01  2.9271E-01  9.3780E-04 -3.4246E-05 -1.2889E-05
  7.6586E-02  1.2041E-01  3.0068E-01  6.5305E-03  3.8343E-03  2.3026E-03  1.1097E-01  2.8793E-01  9.1307E-04 -3.3454E-05 -1.2641E-05
  7.4093E-02  1.1810E-01  2.9575E-01  6.3973E-03  3.7762E-03  2.2805E-03  1.0892E-01  2.8326E-01  8.8929E-04 -3.2686E-05 -1.2396E-05
  7.1783E-02  1.1593E-01  2.9109E-01  6.2718E-03  3.7208E-03  2.2587E-03  1.0698E-01  2.7885E-01  8.6708E-04 -3.1964E-05 -1.2162E-05
  6.9666E-02  1.1391E-01  2.8673E-01  6.1545E-03  3.6682E-03  2.2374E-03  1.0517E-01  2.7471E-01  8.4653E-04 -3.1290E-05 -1.1942E-05
  6.7583E-02  1.1188E-01  2.8236E-01  6.0373E-03  3.6150E-03  2.2153E-03  1.0335E-01  2.7057E-01  8.2615E-04 -3.0618E-05 -1.1719E-05
  4.8384E-01  3.6750E-01  7.6830E-01  1.4007E-02  0.0000E+00  0.0000E+00  3.2947E-01  7.3398E-01  4.5958E-03  0.0000E+00  0.0000E+00
  4.6364E-01  3.5058E-01  7.4141E-01  1.3634E-02  0.0000E+00  0.0000E+00  3.1542E-01  7.0837E-01  4.2206E-03  0.0000E+00  0.0000E+00
  4.4711E-01  3.3845E-01  7.2174E-01  1.3357E-02  0.0000E+00  0.0000E+00  3.0526E-01  6.8963E-01  3.9657E-03  0.0000E+00  0.0000E+00
  4.2352E-01  3.2285E-01  6.9594E-01  1.2987E-02  0.0000E+00  0.0000E+00  2.9207E-01  6.6505E-01  3.6536E-03  0.0000E+00  0.0000E+00
  4.1667E-01  3.2182E-01  6.9435E-01  1.2916E-02  1.7160E-03  0.0000E+00  2.9126E-01  6.6359E-01  3.6345E-03 -3.9216E-11  0.0000E+00
  3.9691E-01  3.0994E-01  6.7425E-01  1.2626E-02  2.1647E-03  0.0000E+00  2.8112E-01  6.4445E-01  3.4084E-03 -1.4258E-05  0.0000E+00
  3.7711E-01  2.9886E-01  6.5526E-01  1.2342E-02  2.5168E-03  0.0000E+00  2.7162E-01  6.2636E-01  3.2062E-03 -2.4212E-05  0.0000E+00
  3.6040E-01  2.8971E-01  6.3937E-01  1.2095E-02  2.7785E-03  0.0000E+00  2.6373E-01  6.1123E-01  3.0451E-03 -3.0867E-05  0.0000E+00
  3.4477E-01  2.8127E-01  6.2454E-01  1.1858E-02  2.9968E-03  0.0000E+00  2.5643E-01  5.9712E-01  2.9010E-03 -3.5887E-05  0.0000E+00
  3.2866E-01  2.7265E-01  6.0922E-01  1.1606E-02  3.1970E-03  0.0000E+00  2.4895E-01  5.8254E-01  2.7581E-03 -4.0014E-05  0.0000E+00
  3.1509E-01  2.6542E-01  5.9625E-01  1.1386E-02  3.3472E-03  0.0000E+00  2.4265E-01  5.7021E-01  2.6415E-03 -4.2781E-05  0.0000E+00
  3.0239E-01  2.5866E-01  5.8402E-01  1.1175E-02  3.4728E-03  0.0000E+00  2.3675E-01  5.5858E-01  2.5353E-03 -4.4828E-05  0.0000E+00
  2.9262E-01  2.5346E-01  5.7453E-01  1.1008E-02  3.5601E-03  0.0000E+00  2.3219E-01  5.4955E-01  2.4551E-03 -4.6093E-05  0.0000E+00
  2.6240E-01  2.3731E-01  5.4469E-01  1.0466E-02  3.7800E-03  0.0000E+00  2.1800E-01  5.2119E-01  2.2152E-03 -4.8486E-05  0.0000E+00
  2.6065E-01  2.3700E-01  5.4413E-01  1.0445E-02  3.7732E-03  3.6230E-04  2.1774E-01  5.2067E-01  2.2107E-03 -4.8391E-05 -4.6851E-13
  2.5467E-01  2.3385E-01  5.3823E-01  1.0335E-02  3.8102E-03  4.7491E-04  2.1496E-01  5.1506E-01  2.1656E-03 -4.8665E-05 -1.3869E-06
  2.3692E-01  2.2465E-01  5.2087E-01  1.0009E-02  3.8943E-03  7.3411E-04  2.0682E-01  4.9856E-01  2.0361E-03 -4.9006E-05 -4.3933E-06
  2.1976E-01  2.1550E-01  5.0342E-01  9.6726E-03  3.9516E-03  9.6264E-04  1.9871E-01  4.8198E-01  1.9116E-03 -4.8830E-05 -6.8104E-06
  2.0525E-01  2.0756E-01  4.8809E-01  9.3697E-03  3.9805E-03  1.1371E-03  1.9165E-01  4.6742E-01  1.8065E-03 -4.8310E-05 -8.4859E-06
  1.9159E-01  1.9987E-01  4.7311E-01  9.0678E-03  3.9907E-03  1.2853E-03  1.8479E-01  4.5319E-01  1.7075E-03 -4.7523E-05 -9.7745E-06
  1.8096E-01  1.9373E-01  4.6104E-01  8.8207E-03  3.9867E-03  1.3896E-03  1.7930E-01  4.4171E-01  1.6303E-03 -4.6717E-05 -1.0592E-05
  1.6890E-01  1.8656E-01  4.4682E-01  8.5260E-03  3.9684E-03  1.4955E-03  1.7288E-01  4.2821E-01  1.5423E-03 -4.5597E-05 -1.1328E-05
  1.5893E-01  1.8046E-01  4.3462E-01  8.2702E-03  3.9420E-03  1.5730E-03  1.6741E-01  4.1662E-01  1.4692E-03 -4.4511E-05 -1.1791E-05
  1.5034E-01  1.7506E-01  4.2374E-01  8.0399E-03  3.9104E-03  1.6320E-03  1.6255E-01  4.0628E-01  1.4057E-03 -4.3459E-05 -1.2085E-05
  1.4015E-01  1.6846E-01  4.1033E-01  7.7541E-03  3.8615E-03  1.6921E-03  1.5661E-01  3.9354E-01  1.3298E-03 -4.2070E-05 -1.2310E-05
  1.3125E-01  1.6250E-01  3.9813E-01  7.4921E-03  3.8080E-03  1.7355E-03  1.5124E-01  3.8194E-01  1.2628E-03 -4.0731E-05 -1.2400E-05
  1.2347E-01  1.5713E-01  3.8703E-01  7.2527E-03  3.7524E-03  1.7659E-03  1.4638E-01  3.7139E-01  1.2036E-03 -3.9462E-05 -1.2396E-05
  1.1620E-01  1.5195E-01  3.7626E-01  7.0194E-03  3.6924E-03  1.7876E-03  1.4169E-01  3.6115E-01  1.1476E-03 -3.8192E-05 -1.2325E-05
  1.0954E-01  1.4706E-01  3.6601E-01  6.7968E-03  3.6302E-03  1.8015E-03  1.3726E-01  3.5141E-01  1.0957E-03 -3.6955E-05 -1.2202E-05
  1.0363E-01  1.4259E-01  3.5658E-01  6.5917E-03  3.5685E-03  1.8086E-03  1.3320E-01  3.4245E-01  1.0491E-03 -3.5797E-05 -1.2045E-05
  9.8376E-02  1.3851E-01  3.4792E-01  6.4031E-03  3.5086E-03  1.8107E-03  1.2949E-01  3.3421E-01  1.0073E-03 -3.4719E-05 -1.1870E-05
  9.3409E-02  1.3454E-01  3.3944E-01  6.2183E-03  3.4468E-03  1.8086E-03  1.2587E-01  3.2614E-01  9.6719E-04 -3.3654E-05 -1.1671E-05
  8.8794E-02  1.3075E-01  3.3131E-01  6.0410E-03  3.3848E-03  1.8030E-03  1.2242E-01  3.1840E-01  9.2950E-04 -3.2626E-05 -1.1458E-05
  8.4643E-02  1.2725E-01  3.2376E-01  5.8766E-03  3.3251E-03  1.7948E-03  1.1922E-01  3.1121E-01  8.9521E-04 -3.1667E-05 -1.1243E-05
  8.0918E-02  1.2403E-01  3.1677E-01  5.7247E-03  3.2680E-03  1.7847E-03  1.1629E-01  3.0456E-01  8.6408E-04 -3.0779E-05 -1.1030E-05
  7.7350E-02  1.2088E-01  3.0989E-01  5.5751E-03  3.2101E-03  1.7725E-03  1.1340E-01  2.9800E-01  8.3391E-04 -2.9901E-05 -1.0808E-05
  7.4004E-02  1.1784E-01  3.0324E-01  5.4309E-03  3.1526E-03  1.7586E-03  1.1062E-01  2.9167E-01  8.0530E-04 -2.9054E-05 -1.0584E-05
  7.0967E-02  1.1502E-01  2.9703E-01  5.2966E-03  3.0977E-03  1.7438E-03  1.0804E-01  2.8576E-01  7.7903E-04 -2.8265E-05 -1.0367E-05
  6.8216E-02  1.1242E-01  2.9126E-01  5.1719E-03  3.0457E-03  1.7286E-03  1.0564E-01  2.8026E-01  7.5499E-04 -2.7532E-05 -1.0160E-05
  6.5556E-02  1.0984E-01  2.8553E-01  5.0485E-03  2.9931E-03  1.7121E-03  1.0328E-01  2.7480E-01  7.3149E-04 -2.6806E-05 -9.9482E-06
  6.3039E-02  1.0735E-01  2.7997E-01  4.9290E-03  2.9412E-03  1.6949E-03  1.0099E-01  2.6950E-01  7.0902E-04 -2.6105E-05 -9.7386E-06
  6.0738E-02  1.0502E-01  2.7476E-01  4.8173E-03  2.8917E-03  1.6776E-03  9.8851E-02  2.6453E-01  6.8826E-04 -2.5449E-05 -9.5382E-06
  5.8639E-02  1.0286E-01  2.6989E-01  4.7132E-03  2.8449E-03  1.6605E-03  9.6860E-02  2.5989E-01  6.6913E-04 -2.4839E-05 -9.3482E-06
  5.6592E-02  1.0071E-01  2.6504E-01  4.6097E-03  2.7977E-03  1.6427E-03  9.4881E-02  2.5527E-01  6.5031E-04 -2.4233E-05 -9.1566E-06
  5.4648E-02  9.8631E-02  2.6032E-01  4.5093E-03  2.7512E-03  1.6244E-03  9.2962E-02  2.5076E-01  6.3225E-04 -2.3647E-05 -8.9677E-06
  5.2852E-02  9.6674E-02  2.5587E-01  4.4149E-03  2.7070E-03  1.6066E-03  9.1157E-02  2.4651E-01  6.1541E-04 -2.3096E-05 -8.7882E-06
  5.1209E-02  9.4849E-02  2.5170E-01  4.3267E-03  2.6651E-03  1.5892E-03  8.9472E-02  2.4254E-01  5.9986E-04 -2.2584E-05 -8.6186E-06
  4.9596E-02  9.3030E-02  2.4753E-01  4.2388E-03  2.6229E-03  1.5713E-03  8.7791E-02  2.3856E-01  5.8447E-04 -2.2073E-05 -8.4480E-06
  4.2399E-01  3.4257E-01  7.5001E-01  1.0726E-02  0.0000E+00  0.0000E+00  3.1708E-01  7.1953E-01  3.6665E-03  0.0000E+00  0.0000E+00
  4.0303E-01  3.2504E-01  7.1992E-01  1.0410E-02  0.0000E+00  0.0000E+00  3.0164E-01  6.9081E-01  3.3469E-03  0.0000E+00  0.0000E+00
